profile_version,bank_hash,sequence_id,seed,validation_status,V00,V01,V10,V11,safe_policy_side_payoff,safe_policy_total_payoff,completion_margin,optimal_main_count,optimal_movie_count,optimal_side_count,required_B_min,required_M_min,required_B_plus_M_min,optimal_side_task_bundle,optimal_contribution_breakdown,task_appearance_counts,optimal_selection_counts,safe_selection_counts,completed_structured_bonuses
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1231,2026082231,certified,1904,1204,1088,440,194,6194,1990,60,20,20,1020,904,1720,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":23,""fives"":46,""infinite_scroll"":32,""simple_a"":76,""simple_b"":77,""trio_a"":62,""trio_b"":60}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":0,""simple_b"":2,""trio_a"":4,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1232,2026082232,certified,1967,1174,1165,440,162,6162,1988,60,20,20,1022,1013,1815,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":25,""fives"":42,""infinite_scroll"":32,""simple_a"":80,""simple_b"":85,""trio_a"":61,""trio_b"":49}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":3,""simple_b"":3,""trio_a"":4,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1233,2026082233,certified,2001,1194,1211,440,188,6188,1977,60,20,20,1016,1033,1823,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":22,""cumulative_b"":26,""fives"":36,""infinite_scroll"":32,""simple_a"":85,""simple_b"":77,""trio_a"":57,""trio_b"":65}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":1,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":4,""trio_b"":11}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1234,2026082234,certified,1995,1172,1211,440,192,6192,1981,60,20,20,990,1029,1813,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":26,""fives"":45,""infinite_scroll"":32,""simple_a"":85,""simple_b"":77,""trio_a"":59,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":6,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1235,2026082235,certified,1875,1150,1151,440,196,6196,2045,60,20,20,964,965,1689,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":25,""fives"":41,""infinite_scroll"":32,""simple_a"":80,""simple_b"":77,""trio_a"":63,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":1,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":0,""simple_b"":2,""trio_a"":1,""trio_b"":11}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1236,2026082236,certified,2029,1174,1211,440,178,6178,1967,60,20,20,1006,1043,1861,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":28,""cumulative_b"":26,""fives"":40,""infinite_scroll"":32,""simple_a"":82,""simple_b"":77,""trio_a"":60,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":1,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":4,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1237,2026082237,certified,1889,1186,1031,440,178,6178,1992,60,20,20,1018,863,1721,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":21,""fives"":30,""infinite_scroll"":32,""simple_a"":84,""simple_b"":79,""trio_a"":66,""trio_b"":61}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":1,""simple_b"":4,""trio_a"":5,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1238,2026082238,certified,2043,1188,1211,440,162,6162,1951,60,20,20,1036,1059,1891,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":26,""fives"":44,""infinite_scroll"":32,""simple_a"":80,""simple_b"":84,""trio_a"":51,""trio_b"":57}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":4,""simple_b"":1,""trio_a"":2,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1239,2026082239,certified,1992,1164,1270,440,168,6168,1898,60,20,20,1006,1112,1834,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":27,""fives"":39,""infinite_scroll"":32,""simple_a"":89,""simple_b"":77,""trio_a"":60,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":4,""simple_b"":0,""trio_a"":6,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1240,2026082240,certified,1935,1158,1211,440,178,6178,1967,60,20,20,990,1043,1767,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":23,""cumulative_b"":26,""fives"":37,""infinite_scroll"":32,""simple_a"":82,""simple_b"":78,""trio_a"":63,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":0,""simple_b"":1,""trio_a"":9,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1241,2026082241,certified,2088,1194,1280,440,226,6226,1946,60,20,20,978,1064,1872,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":27,""fives"":43,""infinite_scroll"":32,""simple_a"":78,""simple_b"":83,""trio_a"":54,""trio_b"":56}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":1,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":0,""simple_b"":2,""trio_a"":6,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1242,2026082242,certified,1917,1200,1057,440,146,6146,1946,60,20,20,1064,921,1781,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":22,""fives"":36,""infinite_scroll"":32,""simple_a"":79,""simple_b"":85,""trio_a"":59,""trio_b"":60}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":3,""simple_b"":4,""trio_a"":1,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1243,2026082243,certified,1890,1172,1124,440,198,6198,2026,60,20,20,984,936,1702,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":24,""fives"":44,""infinite_scroll"":32,""simple_a"":79,""simple_b"":76,""trio_a"":65,""trio_b"":53}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":1,""simple_b"":3,""trio_a"":3,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1244,2026082244,certified,1999,1168,1211,440,160,6160,1949,60,20,20,1018,1061,1849,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":26,""fives"":48,""infinite_scroll"":32,""simple_a"":81,""simple_b"":78,""trio_a"":51,""trio_b"":60}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":4,""simple_b"":2,""trio_a"":2,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1245,2026082245,certified,2170,1164,1342,440,162,6162,1820,60,20,20,1012,1190,2018,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":31,""cumulative_b"":28,""fives"":35,""infinite_scroll"":32,""simple_a"":78,""simple_b"":82,""trio_a"":59,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":7,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1246,2026082246,certified,1840,1186,1094,440,180,6180,1994,60,20,20,1016,924,1670,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":20,""cumulative_b"":24,""fives"":51,""infinite_scroll"":32,""simple_a"":82,""simple_b"":79,""trio_a"":53,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":1,""simple_b"":4,""trio_a"":0,""trio_b"":11}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1247,2026082247,certified,1723,1164,989,440,170,6170,2006,60,20,20,1004,829,1563,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":22,""fives"":43,""infinite_scroll"":32,""simple_a"":78,""simple_b"":82,""trio_a"":63,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":2,""simple_b"":4,""trio_a"":4,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1248,2026082248,certified,1993,1186,1165,440,190,6190,2004,60,20,20,1006,985,1813,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":25,""fives"":44,""infinite_scroll"":32,""simple_a"":85,""simple_b"":84,""trio_a"":53,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":5,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1249,2026082249,certified,1910,1192,1124,440,200,6200,2008,60,20,20,1002,934,1720,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":24,""fives"":46,""infinite_scroll"":32,""simple_a"":80,""simple_b"":79,""trio_a"":62,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":2,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1250,2026082250,certified,2127,1160,1403,440,202,6202,1799,60,20,20,968,1211,1935,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":29,""fives"":36,""infinite_scroll"":32,""simple_a"":78,""simple_b"":83,""trio_a"":54,""trio_b"":64}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":1,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":2,""simple_b"":5,""trio_a"":3,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1251,2026082251,certified,2052,1180,1274,440,210,6210,1936,60,20,20,980,1074,1852,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":22,""cumulative_b"":27,""fives"":44,""infinite_scroll"":32,""simple_a"":83,""simple_b"":76,""trio_a"":61,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":4,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1252,2026082252,certified,1891,1174,1149,440,234,6234,2060,60,20,20,950,925,1667,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":25,""fives"":42,""infinite_scroll"":32,""simple_a"":76,""simple_b"":77,""trio_a"":70,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":3,""simple_b"":0,""trio_a"":3,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1253,2026082253,certified,2221,1190,1495,440,174,6174,1679,60,20,20,1026,1331,2057,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":30,""fives"":37,""infinite_scroll"":32,""simple_a"":80,""simple_b"":79,""trio_a"":57,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":2,""simple_b"":4,""trio_a"":2,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1254,2026082254,certified,1923,1176,1211,440,230,6230,2019,60,20,20,956,991,1703,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":21,""cumulative_b"":26,""fives"":52,""infinite_scroll"":32,""simple_a"":86,""simple_b"":77,""trio_a"":61,""trio_b"":45}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":4,""trio_a"":3,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1255,2026082255,certified,1840,1180,1088,440,214,6214,2034,60,20,20,976,884,1636,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":23,""fives"":50,""infinite_scroll"":32,""simple_a"":80,""simple_b"":80,""trio_a"":52,""trio_b"":57}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":1,""simple_b"":4,""trio_a"":1,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1256,2026082256,certified,2025,1154,1211,440,184,6184,1973,60,20,20,980,1037,1851,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":28,""cumulative_b"":26,""fives"":46,""infinite_scroll"":32,""simple_a"":83,""simple_b"":84,""trio_a"":56,""trio_b"":45}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":1,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":7,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
