profile_version,bank_hash,sequence_id,seed,validation_status,V00,V01,V10,V11,safe_policy_side_payoff,safe_policy_total_payoff,completion_margin,optimal_main_count,optimal_movie_count,optimal_side_count,required_B_min,required_M_min,required_B_plus_M_min,optimal_side_task_bundle,optimal_contribution_breakdown,task_appearance_counts,optimal_selection_counts,safe_selection_counts,completed_structured_bonuses
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,249,2026081249,certified,2364,1206,1570,440,200,6200,1630,60,20,20,1016,1380,2174,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":31,""fives"":30,""infinite_scroll"":32,""simple_a"":85,""simple_b"":80,""trio_a"":67,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":0,""simple_b"":5,""trio_a"":6,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,250,2026081250,certified,1894,1210,1124,440,224,6224,2014,60,20,20,996,910,1680,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":22,""cumulative_b"":24,""fives"":44,""infinite_scroll"":32,""simple_a"":84,""simple_b"":83,""trio_a"":58,""trio_b"":53}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":3,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,251,2026081251,certified,2124,1190,1334,440,210,6210,1876,60,20,20,990,1134,1924,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":28,""fives"":40,""infinite_scroll"":32,""simple_a"":84,""simple_b"":77,""trio_a"":62,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":3,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,252,2026081252,certified,1859,1184,1057,440,172,6172,1988,60,20,20,1022,895,1697,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":22,""fives"":29,""infinite_scroll"":32,""simple_a"":90,""simple_b"":82,""trio_a"":65,""trio_b"":54}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":6,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,253,2026081253,certified,1854,1166,1108,440,184,6184,2018,60,20,20,992,934,1680,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":24,""fives"":38,""infinite_scroll"":32,""simple_a"":85,""simple_b"":84,""trio_a"":54,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":1,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,254,2026081254,certified,2138,1180,1330,440,164,6164,1834,60,20,20,1026,1176,1984,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":28,""fives"":32,""infinite_scroll"":32,""simple_a"":83,""simple_b"":81,""trio_a"":69,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":4,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,255,2026081255,certified,1967,1160,1211,440,194,6194,1983,60,20,20,976,1027,1783,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":26,""fives"":43,""infinite_scroll"":32,""simple_a"":76,""simple_b"":76,""trio_a"":69,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":0,""simple_b"":2,""trio_a"":5,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,256,2026081256,certified,2011,1168,1211,440,202,6202,1991,60,20,20,976,1019,1819,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":29,""cumulative_b"":26,""fives"":43,""infinite_scroll"":32,""simple_a"":77,""simple_b"":80,""trio_a"":62,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":3,""simple_b"":4,""trio_a"":1,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,257,2026081257,certified,2163,1186,1409,440,218,6218,1809,60,20,20,978,1201,1955,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":23,""cumulative_b"":29,""fives"":40,""infinite_scroll"":32,""simple_a"":79,""simple_b"":82,""trio_a"":63,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":1,""infinite_scroll"":0,""simple_a"":1,""simple_b"":3,""trio_a"":6,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,258,2026081258,certified,1927,1180,1165,440,232,6232,2052,60,20,20,958,943,1705,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":28,""cumulative_b"":25,""fives"":39,""infinite_scroll"":32,""simple_a"":80,""simple_b"":81,""trio_a"":63,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":3,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,259,2026081259,certified,1898,1152,1088,440,196,6196,2044,60,20,20,966,902,1712,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":23,""fives"":31,""infinite_scroll"":32,""simple_a"":84,""simple_b"":79,""trio_a"":64,""trio_b"":60}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":3,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,260,2026081260,certified,1776,1162,1040,440,170,6170,2008,60,20,20,1002,880,1616,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":23,""fives"":38,""infinite_scroll"":32,""simple_a"":88,""simple_b"":86,""trio_a"":58,""trio_b"":48}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":4,""simple_b"":1,""trio_a"":6,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,261,2026081261,certified,2185,1182,1409,440,238,6238,1829,60,20,20,954,1181,1957,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":29,""fives"":42,""infinite_scroll"":32,""simple_a"":78,""simple_b"":83,""trio_a"":54,""trio_b"":57}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":3,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,262,2026081262,certified,2305,1214,1495,440,198,6198,1703,60,20,20,1026,1307,2117,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":30,""fives"":39,""infinite_scroll"":32,""simple_a"":79,""simple_b"":78,""trio_a"":58,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":7,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":2,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,263,2026081263,certified,1850,1170,1088,440,214,6214,2044,60,20,20,966,884,1646,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":23,""fives"":39,""infinite_scroll"":32,""simple_a"":86,""simple_b"":82,""trio_a"":55,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":4,""trio_a"":0,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,264,2026081264,certified,2094,1170,1338,440,192,6192,1854,60,20,20,988,1156,1912,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":21,""cumulative_b"":28,""fives"":36,""infinite_scroll"":32,""simple_a"":86,""simple_b"":76,""trio_a"":65,""trio_b"":56}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":1,""infinite_scroll"":0,""simple_a"":1,""simple_b"":3,""trio_a"":7,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,265,2026081265,certified,2026,1176,1270,440,216,6216,1946,60,20,20,970,1064,1820,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":27,""fives"":47,""infinite_scroll"":32,""simple_a"":81,""simple_b"":72,""trio_a"":59,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":0,""trio_b"":11}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,266,2026081266,certified,2296,1178,1570,440,156,6156,1586,60,20,20,1032,1424,2150,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":31,""fives"":37,""infinite_scroll"":32,""simple_a"":78,""simple_b"":83,""trio_a"":53,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":1,""simple_b"":6,""trio_a"":4,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,267,2026081267,certified,1985,1170,1165,440,234,6234,2064,60,20,20,946,941,1761,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":25,""fives"":45,""infinite_scroll"":32,""simple_a"":80,""simple_b"":84,""trio_a"":55,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":1,""simple_b"":4,""trio_a"":1,""trio_b"":9}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,268,2026081268,certified,2125,1154,1407,440,200,6200,1793,60,20,20,964,1217,1935,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":29,""fives"":38,""infinite_scroll"":32,""simple_a"":80,""simple_b"":74,""trio_a"":62,""trio_b"":61}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":4,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,269,2026081269,certified,2212,1178,1342,440,152,6152,1810,60,20,20,1036,1200,2070,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":32,""cumulative_b"":28,""fives"":43,""infinite_scroll"":32,""simple_a"":81,""simple_b"":81,""trio_a"":60,""trio_b"":43}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":3,""cumulative_b"":0,""fives"":7,""infinite_scroll"":0,""simple_a"":3,""simple_b"":1,""trio_a"":1,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,270,2026081270,certified,1916,1170,1124,440,184,6184,2014,60,20,20,996,950,1742,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":24,""fives"":42,""infinite_scroll"":32,""simple_a"":78,""simple_b"":81,""trio_a"":65,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":0,""simple_b"":1,""trio_a"":6,""trio_b"":11}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,271,2026081271,certified,1930,1186,1124,440,196,6196,2010,60,20,20,1000,938,1744,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":24,""fives"":42,""infinite_scroll"":32,""simple_a"":87,""simple_b"":79,""trio_a"":56,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":7,""infinite_scroll"":0,""simple_a"":1,""simple_b"":4,""trio_a"":4,""trio_b"":4}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,272,2026081272,certified,2003,1168,1211,440,166,6166,1955,60,20,20,1012,1055,1847,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":26,""fives"":42,""infinite_scroll"":32,""simple_a"":84,""simple_b"":78,""trio_a"":64,""trio_b"":47}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":9,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":3,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,273,2026081273,certified,1862,1142,1124,432,178,6178,2036,60,20,20,974,956,1694,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":24,""simple_b"":32,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":24,""fives"":40,""infinite_scroll"":32,""simple_a"":83,""simple_b"":79,""trio_a"":65,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":5,""simple_b"":2,""trio_a"":4,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,274,2026081274,certified,1816,1188,1054,440,208,6208,2020,60,20,20,990,856,1618,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":23,""fives"":52,""infinite_scroll"":32,""simple_a"":78,""simple_b"":80,""trio_a"":56,""trio_b"":54}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":2,""simple_b"":6,""trio_a"":3,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
