id,id_in_group,_payoff,round_number,_role,setup_duration_minutes,setup_show_elapsed_minutes,setup_show_main_cards_collected,setup_show_total_points,setup_show_click_feedback,setup_feedback_message_ms,setup_use_post_click_delay,setup_click_feedback_ms,setup_main_bonus_feedback_ms,setup_screen_motion_ms,setup_bonus_threshold_main_cards,setup_main_bonus_points,task_duration_minutes,num_screen_types,show_elapsed_minutes,show_main_cards_collected,show_total_points,show_click_feedback,use_post_click_delay,feedback_message_ms,click_feedback_ms,main_bonus_feedback_ms,screen_motion_ms,bonus_threshold_main_cards,main_bonus_points,inactivity_seconds,screen_type_index,visible_card_count,card_ids_json,card_order_json,card_params_json,chosen_card_id,chosen_card_position,chosen_is_main,chosen_x,chosen_y,chosen_z,response_time_ms,task_elapsed_ms,main_cards_collected,points_before,card_points_added,multiplier_applied,multiplier_y,multiplier_z,main_bonus_triggered_this_round,main_bonus_points_added,points_after,timed_out_inactive,timed_out_task_duration,decision_count,decisions_json,screen_sequence_json,subsession_id,group_id,participant_id,session_id
1,1,0,1,,1.0,True,True,True,True,600,False,0,0,600,55,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,,,False,False,0,,,1,1,1,1
